Sum of Age,Age-Demograph,Attrition,BusinessTravel,Sum of DailyRate,Department,Sum of DistanceFromHome,Sum of Education,Education_Description,EducationField,Sum of EmployeeCount,Sum of EmployeeNumber,Sum of EnvironmentSatisfaction,Name,Last_name,First_name,Gender,Environment_Satisfaction_Description,Job_Involvement_description,Sum of HourlyRate,Job_Level_Description,Job_Satisfaction__description,Sum of JobInvolvement,Sum of JobLevel,JobRole,MaritalStatus,Sum of JobSatisfaction,Sum of MonthlyIncome,Sum of MonthlyRate,Sum of NumCompaniesWorked,Over18,OverTime,Sum of PercentSalaryHike,performance_rate_description,Sum of PerformanceRating,promotion_desciption,relation_satisfaction_description,Sum of RelationshipSatisfaction,Sum of StandardHours,Stock_Option_Level_description,Sum of StockOptionLevel,Sum of TotalWorkingYears,Sum of TrainingTimesLastYear,Work_life_balance_description,Sum of WorkLifeBalance,Sum of YearsAtCompany,Sum of YearsInCurrentRole,Sum of YearsSinceLastPromotion,Sum of YearsWithCurrManager
24,Under-20,No,Non-Travel,1269,Research & Development,4,1,School,Life Sciences,1,888,1,Joffrey Kionne,Kionne,Joffrey,Male,Low,Midium,46,Entry Level,Very High,2,1,Laboratory Technician,Married,4,3162,10778,0,Y,No,17,excellent,3,Was promoted,Very High,4,80,None,0,6,2,Good,2,5,2,3,4
32,25-35,No,Travel_Frequently,379,Sales,5,2,College,Life Sciences,1,889,2,Riyansh Harvel,Harvel,Riyansh,Male,Medium,High,48,Junior,Medium,3,2,Sales Executive,Married,2,6524,8891,1,Y,No,14,excellent,3,Was promoted,Very High,4,80,Silver,1,10,3,Better,3,10,8,5,3
38,36-45,No,Travel_Rarely,395,Sales,9,3,Bachelor,Marketing,1,893,2,Antoni Shalako,Shalako,Antoni,Male,Medium,Midium,98,Entry Level,Medium,2,1,Sales Representative,Married,2,2899,12102,0,Y,No,19,excellent,3,Was promoted,Very High,4,80,Silver,1,3,3,Better,3,2,2,1,2
42,36-45,No,Travel_Rarely,1265,Research & Development,3,3,Bachelor,Life Sciences,1,894,3,Camani Jayeden,Jayeden,Camani,Female,High,Very High,95,Junior,Very High,4,2,Laboratory Technician,Married,4,5231,23726,2,Y,Yes,13,excellent,3,Was promoted,Medium,2,80,Silver,1,17,1,Good,2,5,3,1,3
31,25-35,No,Travel_Rarely,1222,Research & Development,11,4,Master,Life Sciences,1,895,4,Ofir Kaceson,Kaceson,Ofir,Male,Very High,High,48,Entry Level,Very High,3,1,Research Scientist,Married,4,2356,14871,3,Y,Yes,19,excellent,3,Not promoted,Medium,2,80,Silver,1,8,2,Better,3,6,4,0,2
29,25-35,Yes,Travel_Rarely,341,Sales,1,3,Bachelor,Medical,1,896,2,Katherleen Trill,Trill,Katherleen,Female,Medium,Midium,48,Entry Level,High,2,1,Sales Representative,Divorced,3,2800,23522,6,Y,Yes,19,excellent,3,Not promoted,High,3,80,Platinum,3,5,3,Better,3,3,2,0,2
53,46-55,No,Travel_Rarely,868,Sales,8,3,Bachelor,Marketing,1,897,1,Bo Eldred,Eldred,Bo,Male,Low,High,73,Team Lead,Very High,3,4,Sales Executive,Married,4,11836,22789,5,Y,No,14,excellent,3,Was promoted,High,3,80,Silver,1,28,3,Better,3,2,0,2,2
35,25-35,No,Travel_Rarely,672,Research & Development,25,3,Bachelor,Technical Degree,1,899,4,Flournoy Alwyn,Alwyn,Flournoy,Male,Very High,Midium,78,Senior,Medium,2,3,Manufacturing Director,Married,2,10903,9129,3,Y,No,16,excellent,3,Was promoted,Low,1,80,None,0,16,2,Better,3,13,10,4,8
37,36-45,No,Travel_Frequently,1231,Sales,21,2,College,Medical,1,900,3,Finlee Marqwon,Marqwon,Finlee,Female,High,High,54,Entry Level,Very High,3,1,Sales Representative,Married,4,2973,21222,5,Y,No,15,excellent,3,Not promoted,Medium,2,80,Silver,1,10,3,Better,3,5,4,0,0
53,46-55,No,Travel_Rarely,102,Research & Development,23,4,Master,Life Sciences,1,901,4,Kennadie Manraj,Manraj,Kennadie,Female,Very High,High,72,Team Lead,Very High,3,4,Research Director,Single,4,14275,20206,6,Y,No,18,excellent,3,Was promoted,High,3,80,None,0,33,0,Better,3,12,9,3,8
43,36-45,No,Travel_Frequently,422,Research & Development,1,3,Bachelor,Life Sciences,1,902,4,Allise Bertin,Bertin,Allise,Female,Very High,High,33,Junior,Very High,3,2,Healthcare Representative,Married,4,5562,21782,4,Y,No,13,excellent,3,Was promoted,Medium,2,80,Silver,1,12,2,Good,2,5,2,2,2
47,46-55,No,Travel_Rarely,249,Sales,2,2,College,Marketing,1,903,3,Georgiana Maxxen,Maxxen,Georgiana,Female,High,High,35,Junior,Very High,3,2,Sales Executive,Married,4,4537,17783,0,Y,Yes,22,outstanding,4,Was promoted,Low,1,80,Silver,1,8,2,Better,3,7,6,7,7
37,36-45,No,Non-Travel,1252,Sales,19,2,College,Medical,1,904,1,Dashawn Odai,Odai,Dashawn,Male,Low,High,32,Senior,Medium,3,3,Sales Executive,Single,2,7642,4814,1,Y,Yes,13,excellent,3,Not promoted,Very High,4,80,None,0,10,2,Better,3,10,0,0,9
50,46-55,No,Non-Travel,881,Research & Development,2,4,Master,Life Sciences,1,905,1,Pellegrino Legolas,Legolas,Pellegrino,Male,Low,High,98,Team Lead,Low,3,4,Manager,Divorced,1,17924,4544,1,Y,No,11,excellent,3,Was promoted,Very High,4,80,Silver,1,31,3,Better,3,31,6,14,7
39,36-45,No,Travel_Rarely,1383,Human Resources,2,3,Bachelor,Life Sciences,1,909,4,Janiaha Pinkney,Pinkney,Janiaha,Female,Very High,Midium,42,Junior,Very High,2,2,Human Resources,Married,4,5204,7790,8,Y,No,11,excellent,3,Not promoted,High,3,80,Gold,2,13,2,Better,3,5,4,0,4
33,25-35,No,Travel_Rarely,1075,Human Resources,3,2,College,Human Resources,1,910,4,Calvester Anania,Anania,Calvester,Male,Very High,High,57,Entry Level,Medium,3,1,Human Resources,Divorced,2,2277,22650,3,Y,Yes,11,excellent,3,Not promoted,High,3,80,Silver,1,7,4,Best,4,4,3,0,3
32,25-35,Yes,Travel_Rarely,374,Research & Development,25,4,Master,Life Sciences,1,911,1,Becket Travarus,Travarus,Becket,Male,Low,High,87,Entry Level,Very High,3,1,Laboratory Technician,Single,4,2795,18016,1,Y,Yes,24,outstanding,4,Not promoted,High,3,80,None,0,1,2,Bad,1,1,0,0,1
29,25-35,No,Travel_Rarely,1086,Research & Development,7,1,School,Medical,1,912,1,Rhya Matther,Matther,Rhya,Female,Low,Midium,62,Entry Level,Very High,2,1,Laboratory Technician,Divorced,4,2532,6054,6,Y,No,14,excellent,3,Not promoted,High,3,80,Platinum,3,8,5,Better,3,4,3,0,3
44,36-45,No,Travel_Rarely,661,Research & Development,9,2,College,Life Sciences,1,913,2,Doremus Rayvon,Rayvon,Doremus,Male,Medium,High,61,Entry Level,Low,3,1,Research Scientist,Married,1,2559,7508,1,Y,Yes,13,excellent,3,Was promoted,Very High,4,80,None,0,8,0,Better,3,8,7,7,1
28,25-35,No,Travel_Rarely,821,Sales,5,4,Master,Medical,1,916,1,Wilde Howard,Howard,Wilde,Male,Low,High,98,Junior,Very High,3,2,Sales Executive,Single,4,4908,24252,1,Y,No,14,excellent,3,Not promoted,Medium,2,80,None,0,4,3,Better,3,4,2,0,2
58,Over-55,Yes,Travel_Frequently,781,Research & Development,2,1,School,Life Sciences,1,918,4,Shou Muiz,Muiz,Shou,Male,Very High,Midium,57,Entry Level,Very High,2,1,Laboratory Technician,Divorced,4,2380,13384,9,Y,Yes,14,excellent,3,Not promoted,Very High,4,80,Silver,1,3,3,Good,2,1,0,0,0
43,36-45,No,Travel_Rarely,177,Research & Development,8,3,Bachelor,Life Sciences,1,920,1,Maycin Chukwuma,Chukwuma,Maycin,Female,Low,High,55,Junior,Medium,3,2,Manufacturing Director,Divorced,2,4765,23814,4,Y,No,21,outstanding,4,Not promoted,High,3,80,Silver,1,4,2,Best,4,1,0,0,0
20,Under-20,Yes,Travel_Rarely,500,Sales,2,3,Bachelor,Medical,1,922,3,Indigo Taric,Taric,Indigo,Female,High,Midium,49,Entry Level,High,2,1,Sales Representative,Single,3,2044,22052,1,Y,No,13,excellent,3,Not promoted,Very High,4,80,None,0,2,3,Good,2,2,2,0,2
21,Under-20,Yes,Travel_Rarely,1427,Research & Development,18,1,School,Other,1,923,4,Anastashia Kwame,Kwame,Anastashia,Female,Very High,High,65,Entry Level,Very High,3,1,Research Scientist,Single,4,2693,8870,1,Y,No,19,excellent,3,Not promoted,Low,1,80,None,0,1,3,Good,2,1,0,0,0
36,36-45,No,Travel_Rarely,1425,Research & Development,14,1,School,Life Sciences,1,924,3,Chukwuemeka Jhamar,Jhamar,Chukwuemeka,Male,High,High,68,Junior,Very High,3,2,Healthcare Representative,Married,4,6586,4821,0,Y,Yes,17,excellent,3,Was promoted,Low,1,80,Silver,1,17,2,Good,2,16,8,4,11
47,46-55,No,Travel_Rarely,1454,Sales,2,4,Master,Life Sciences,1,925,4,Biannca Hakeen,Hakeen,Biannca,Female,Very High,Midium,65,Entry Level,Very High,2,1,Sales Representative,Single,4,3294,13137,1,Y,Yes,18,excellent,3,Was promoted,Low,1,80,None,0,3,3,Good,2,3,2,1,2
22,Under-20,Yes,Travel_Rarely,617,Research & Development,3,1,School,Life Sciences,1,926,2,Mikeyah Stepen,Stepen,Mikeyah,Female,Medium,High,34,Junior,High,3,2,Manufacturing Director,Married,3,4171,10022,0,Y,Yes,19,excellent,3,Not promoted,Low,1,80,Silver,1,4,3,Best,4,3,2,0,2
41,36-45,Yes,Travel_Rarely,1085,Research & Development,2,4,Master,Life Sciences,1,927,2,Shakilya Youssef,Youssef,Shakilya,Female,Medium,Low,57,Entry Level,Very High,1,1,Laboratory Technician,Divorced,4,2778,17725,4,Y,Yes,13,excellent,3,Was promoted,High,3,80,Silver,1,10,1,Good,2,7,7,1,0
28,25-35,No,Travel_Rarely,995,Research & Development,9,3,Bachelor,Medical,1,930,3,Addia Ries,Ries,Addia,Female,High,High,77,Entry Level,High,3,1,Research Scientist,Divorced,3,2377,9834,5,Y,No,18,excellent,3,Was promoted,Medium,2,80,Silver,1,6,2,Better,3,2,2,2,2
39,36-45,Yes,Travel_Rarely,1122,Research & Development,6,3,Bachelor,Medical,1,932,4,Kinson Shamir,Shamir,Kinson,Male,Very High,High,70,Entry Level,Low,3,1,Laboratory Technician,Married,1,2404,4303,7,Y,Yes,21,outstanding,4,Was promoted,Very High,4,80,None,0,8,2,Bad,1,2,2,2,2
27,25-35,No,Travel_Rarely,618,Research & Development,4,3,Bachelor,Life Sciences,1,933,2,Lyliann Koorosh,Koorosh,Lyliann,Female,Medium,High,76,Entry Level,High,3,1,Research Scientist,Single,3,2318,17808,1,Y,No,19,excellent,3,Not promoted,High,3,80,None,0,1,2,Better,3,1,1,0,0
34,25-35,No,Travel_Rarely,546,Research & Development,10,3,Bachelor,Life Sciences,1,934,2,Leanthony Virge,Virge,Leanthony,Male,Medium,High,83,Entry Level,Medium,3,1,Laboratory Technician,Divorced,2,2008,6896,1,Y,No,14,excellent,3,Was promoted,Medium,2,80,Gold,2,1,3,Better,3,1,0,1,0
42,36-45,No,Travel_Rarely,462,Sales,14,2,College,Medical,1,936,3,Yasmin Geremie,Geremie,Yasmin,Female,High,Midium,68,Junior,High,2,2,Sales Executive,Single,3,6244,7824,7,Y,No,17,excellent,3,Not promoted,Low,1,80,None,0,10,6,Better,3,5,4,0,3
33,25-35,No,Travel_Rarely,1198,Research & Development,1,4,Master,Other,1,939,3,Demontreal Quentyn,Quentyn,Demontreal,Male,High,Midium,100,Entry Level,Low,2,1,Research Scientist,Single,1,2799,3339,3,Y,Yes,11,excellent,3,Not promoted,Medium,2,80,None,0,6,1,Better,3,3,2,0,2
58,Over-55,No,Travel_Rarely,1272,Research & Development,5,3,Bachelor,Technical Degree,1,940,3,Mikinley Mathan,Mathan,Mikinley,Female,High,Midium,37,Senior,Medium,2,3,Healthcare Representative,Divorced,2,10552,9255,2,Y,Yes,13,excellent,3,Not promoted,Very High,4,80,Silver,1,24,3,Better,3,6,0,0,4
31,25-35,No,Travel_Rarely,154,Sales,7,4,Master,Life Sciences,1,941,2,Mateo Bocar,Bocar,Mateo,Male,Medium,Midium,41,Entry Level,High,2,1,Sales Representative,Married,3,2329,11737,3,Y,No,15,excellent,3,Was promoted,Medium,2,80,None,0,13,2,Best,4,7,7,5,2
35,25-35,No,Travel_Rarely,1137,Research & Development,21,1,School,Life Sciences,1,942,4,Sherra Kareme,Kareme,Sherra,Female,Very High,High,51,Junior,Very High,3,2,Healthcare Representative,Married,4,4014,19170,1,Y,Yes,25,outstanding,4,Not promoted,Very High,4,80,Silver,1,10,2,Bad,1,10,6,0,7
49,46-55,No,Travel_Rarely,527,Research & Development,8,2,College,Other,1,944,1,Maelyn Chrishun,Chrishun,Maelyn,Female,Low,High,51,Senior,Medium,3,3,Laboratory Technician,Married,2,7403,22477,4,Y,No,11,excellent,3,Was promoted,High,3,80,Silver,1,29,3,Good,2,26,9,1,7
48,46-55,No,Travel_Rarely,1469,Research & Development,20,4,Master,Medical,1,945,4,Kenji Corneil,Corneil,Kenji,Male,Very High,High,51,Entry Level,High,3,1,Research Scientist,Married,3,2259,5543,4,Y,No,17,excellent,3,Not promoted,Low,1,80,Gold,2,13,2,Good,2,0,0,0,0
31,25-35,No,Non-Travel,1188,Sales,20,2,College,Marketing,1,947,4,Zionnah Jasion,Jasion,Zionnah,Female,Very High,High,45,Junior,High,3,2,Sales Executive,Married,3,6932,24406,1,Y,No,13,excellent,3,Not promoted,Very High,4,80,Silver,1,9,2,Good,2,9,8,0,0
36,36-45,No,Travel_Rarely,188,Research & Development,7,4,Master,Other,1,949,2,Erivan Tyreik,Tyreik,Erivan,Male,Medium,High,65,Entry Level,Very High,3,1,Research Scientist,Single,4,4678,23293,2,Y,No,18,excellent,3,Not promoted,High,3,80,None,0,8,6,Better,3,6,2,0,1
38,36-45,No,Travel_Rarely,1333,Research & Development,1,3,Bachelor,Technical Degree,1,950,4,Markenzie Clabe,Clabe,Markenzie,Female,Very High,High,80,Senior,Low,3,3,Research Director,Married,1,13582,16292,1,Y,No,13,excellent,3,Was promoted,Medium,2,80,Silver,1,15,3,Better,3,15,12,5,11
32,25-35,No,Non-Travel,1184,Research & Development,1,3,Bachelor,Life Sciences,1,951,3,Takeasha Olney,Olney,Takeasha,Female,High,Midium,70,Entry Level,Medium,2,1,Laboratory Technician,Married,2,2332,3974,6,Y,No,20,outstanding,4,Not promoted,High,3,80,None,0,5,3,Better,3,3,0,0,2
25,25-35,Yes,Travel_Rarely,867,Sales,19,2,College,Marketing,1,952,3,Johandy Churchel,Churchel,Johandy,Male,High,Midium,36,Entry Level,Medium,2,1,Sales Representative,Married,2,2413,18798,1,Y,Yes,18,excellent,3,Not promoted,High,3,80,Platinum,3,1,2,Better,3,1,0,0,0
40,36-45,No,Travel_Rarely,658,Sales,10,4,Master,Marketing,1,954,1,Landell Boz,Boz,Landell,Male,Low,Midium,67,Senior,Medium,2,3,Sales Executive,Divorced,2,9705,20652,2,Y,No,12,excellent,3,Not promoted,Medium,2,80,Silver,1,11,2,Good,2,1,0,0,0
26,25-35,No,Travel_Frequently,1283,Sales,1,3,Bachelor,Medical,1,956,3,Nohl Khase,Khase,Nohl,Male,High,Midium,52,Junior,Low,2,2,Sales Executive,Single,1,4294,11148,1,Y,No,12,excellent,3,Not promoted,Medium,2,80,None,0,7,2,Better,3,7,7,0,7
41,36-45,No,Travel_Rarely,263,Research & Development,6,3,Bachelor,Medical,1,957,4,Garcia Kehinde,Kehinde,Garcia,Male,Very High,High,59,Entry Level,Low,3,1,Laboratory Technician,Single,1,4721,3119,2,Y,Yes,13,excellent,3,Was promoted,High,3,80,None,0,20,3,Better,3,18,13,2,17
36,36-45,No,Travel_Rarely,938,Research & Development,2,4,Master,Medical,1,958,3,Anterrio Damontrae,Damontrae,Anterrio,Male,High,High,79,Entry Level,High,3,1,Laboratory Technician,Single,3,2519,12287,4,Y,No,21,outstanding,4,Was promoted,High,3,80,None,0,16,6,Better,3,11,8,3,9
19,Under-20,Yes,Travel_Rarely,419,Sales,21,3,Bachelor,Other,1,959,4,Deandrew Vikhyath,Vikhyath,Deandrew,Male,Very High,Midium,37,Entry Level,Medium,2,1,Sales Representative,Single,2,2121,9947,1,Y,Yes,13,excellent,3,Not promoted,Medium,2,80,None,0,1,3,Best,4,1,0,0,0
20,Under-20,Yes,Travel_Rarely,129,Research & Development,4,3,Bachelor,Technical Degree,1,960,1,Darus Lyal,Lyal,Darus,Male,Low,High,84,Entry Level,Low,3,1,Laboratory Technician,Single,1,2973,13008,1,Y,No,19,excellent,3,Not promoted,Medium,2,80,None,0,1,2,Better,3,1,0,0,0
31,25-35,No,Travel_Rarely,616,Research & Development,12,3,Bachelor,Medical,1,961,4,Datavia Enderson,Enderson,Datavia,Female,Very High,High,41,Junior,Very High,3,2,Healthcare Representative,Married,4,5855,17369,0,Y,Yes,11,excellent,3,Was promoted,High,3,80,Gold,2,10,2,Bad,1,9,7,8,5
40,36-45,No,Travel_Frequently,1469,Research & Development,9,4,Master,Medical,1,964,4,Zacharry Kinkade,Kinkade,Zacharry,Male,Very High,High,35,Entry Level,Medium,3,1,Research Scientist,Divorced,2,3617,25063,8,Y,Yes,14,excellent,3,Not promoted,Very High,4,80,Silver,1,3,2,Better,3,1,1,0,0
32,25-35,No,Travel_Rarely,498,Research & Development,3,4,Master,Medical,1,966,3,Marjae Kyril,Kyril,Marjae,Female,High,High,93,Junior,Low,3,2,Manufacturing Director,Married,1,6725,13554,1,Y,No,12,excellent,3,Was promoted,High,3,80,Silver,1,8,2,Best,4,8,7,6,3
36,36-45,Yes,Travel_Rarely,530,Sales,3,1,School,Life Sciences,1,967,3,Jorge Zaivion,Zaivion,Jorge,Male,High,Midium,51,Senior,Very High,2,3,Sales Executive,Married,4,10325,5518,1,Y,Yes,11,excellent,3,Was promoted,Low,1,80,Silver,1,16,6,Better,3,16,7,3,7
33,25-35,No,Travel_Rarely,1069,Research & Development,1,3,Bachelor,Life Sciences,1,969,2,Estefany Taveres,Taveres,Estefany,Female,Medium,Midium,42,Junior,Very High,2,2,Healthcare Representative,Single,4,6949,12291,0,Y,No,14,excellent,3,Was promoted,Low,1,80,None,0,6,3,Better,3,5,0,1,4
37,36-45,Yes,Travel_Rarely,625,Sales,1,4,Master,Life Sciences,1,970,1,Osburn Naron,Naron,Osburn,Male,Low,Midium,46,Senior,High,2,3,Sales Executive,Married,3,10609,14922,5,Y,No,11,excellent,3,Was promoted,High,3,80,None,0,17,2,Bad,1,14,1,11,7
45,36-45,No,Non-Travel,805,Research & Development,4,2,College,Life Sciences,1,972,3,Malique Sodbileg,Sodbileg,Malique,Male,High,High,57,Junior,Medium,3,2,Laboratory Technician,Married,2,4447,23163,1,Y,No,12,excellent,3,Not promoted,Medium,2,80,None,0,9,5,Good,2,9,7,0,8
29,25-35,No,Travel_Frequently,1404,Sales,20,3,Bachelor,Technical Degree,1,974,3,Jalieah Vontrel,Vontrel,Jalieah,Female,High,High,84,Entry Level,Very High,3,1,Sales Representative,Married,4,2157,18203,1,Y,No,15,excellent,3,Not promoted,Medium,2,80,Silver,1,3,5,Better,3,3,1,0,2
35,25-35,No,Travel_Rarely,1219,Sales,18,3,Bachelor,Medical,1,975,3,Meighan Michaeljr,Michaeljr,Meighan,Female,High,High,86,Junior,High,3,2,Sales Executive,Married,3,4601,6179,1,Y,No,16,excellent,3,Was promoted,Medium,2,80,None,0,5,3,Better,3,5,2,1,0
52,46-55,No,Travel_Rarely,1053,Research & Development,1,2,College,Life Sciences,1,976,4,Ewel Beckum,Beckum,Ewel,Male,Very High,High,70,Team Lead,Very High,3,4,Manager,Married,4,17099,13829,2,Y,No,15,excellent,3,Was promoted,Medium,2,80,Silver,1,26,2,Good,2,9,8,7,8
58,Over-55,Yes,Travel_Rarely,289,Research & Development,2,3,Bachelor,Technical Degree,1,977,4,Ehvan Williman,Williman,Ehvan,Male,Very High,High,51,Entry Level,High,3,1,Research Scientist,Single,3,2479,26227,4,Y,No,24,outstanding,4,Not promoted,Low,1,80,None,0,7,4,Better,3,1,0,0,0
53,46-55,No,Travel_Rarely,1376,Sales,2,2,College,Medical,1,981,3,Ozzy Cornealius,Cornealius,Ozzy,Male,High,High,45,Team Lead,High,3,4,Manager,Divorced,3,14852,13938,6,Y,No,13,excellent,3,Was promoted,High,3,80,Silver,1,22,3,Best,4,17,13,15,2
30,25-35,No,Travel_Rarely,231,Sales,8,2,College,Other,1,982,3,Alistar Draeden,Draeden,Alistar,Male,High,High,62,Senior,High,3,3,Sales Executive,Divorced,3,7264,9977,5,Y,No,11,excellent,3,Was promoted,Low,1,80,Silver,1,10,2,Best,4,8,4,7,7
38,36-45,No,Non-Travel,152,Sales,10,3,Bachelor,Technical Degree,1,983,3,Lanise Kyshon,Kyshon,Lanise,Female,High,High,85,Junior,Very High,3,2,Sales Executive,Single,4,5666,19899,1,Y,Yes,13,excellent,3,Was promoted,Medium,2,80,None,0,6,1,Better,3,5,3,1,3
35,25-35,No,Travel_Rarely,882,Sales,3,4,Master,Life Sciences,1,984,4,Aayan Algirdas,Algirdas,Aayan,Male,Very High,High,92,Senior,Very High,3,3,Sales Executive,Divorced,4,7823,6812,6,Y,No,13,excellent,3,Not promoted,Medium,2,80,Silver,1,12,2,Better,3,10,9,0,8
39,36-45,No,Travel_Rarely,903,Sales,2,5,Doctor,Life Sciences,1,985,1,Kyel Gionni,Gionni,Kyel,Male,Low,Very High,41,Senior,High,4,3,Sales Executive,Single,3,7880,2560,0,Y,No,18,excellent,3,Not promoted,Very High,4,80,None,0,9,3,Better,3,8,7,0,7
40,36-45,Yes,Non-Travel,1479,Sales,24,3,Bachelor,Life Sciences,1,986,2,Suelyn Geoggrey,Geoggrey,Suelyn,Female,Medium,Very High,100,Team Lead,Medium,4,4,Sales Executive,Single,2,13194,17071,4,Y,Yes,16,excellent,3,Not promoted,Very High,4,80,None,0,22,2,Good,2,1,0,0,0
47,46-55,No,Travel_Frequently,1379,Research & Development,16,4,Master,Medical,1,987,3,Taeven Subaru,Subaru,Taeven,Male,High,Very High,64,Junior,High,4,2,Manufacturing Director,Divorced,3,5067,6759,1,Y,Yes,19,excellent,3,Was promoted,High,3,80,None,0,20,3,Best,4,19,10,2,7
36,36-45,No,Non-Travel,1229,Sales,8,4,Master,Technical Degree,1,990,1,Shenouda Maxmillion,Maxmillion,Shenouda,Male,Low,High,84,Junior,Very High,3,2,Sales Executive,Divorced,4,5079,25952,4,Y,No,13,excellent,3,Not promoted,Very High,4,80,Gold,2,12,3,Better,3,7,7,0,7
31,25-35,Yes,Non-Travel,335,Research & Development,9,2,College,Medical,1,991,3,Drevon Edmound,Edmound,Drevon,Male,High,Midium,46,Entry Level,Low,2,1,Research Scientist,Single,1,2321,10322,0,Y,Yes,22,outstanding,4,Was promoted,Low,1,80,None,0,4,0,Better,3,3,2,1,2
33,25-35,No,Non-Travel,722,Sales,17,3,Bachelor,Life Sciences,1,992,4,Forney Aquileo,Aquileo,Forney,Male,Very High,High,38,Team Lead,High,3,4,Manager,Single,3,17444,20489,1,Y,No,11,excellent,3,Was promoted,Very High,4,80,None,0,10,2,Better,3,10,8,6,0
29,25-35,Yes,Travel_Rarely,906,Research & Development,10,3,Bachelor,Life Sciences,1,994,4,Santiaga Nisaiah,Nisaiah,Santiaga,Female,Very High,Midium,92,Entry Level,Low,2,1,Research Scientist,Single,1,2404,11479,6,Y,Yes,20,outstanding,4,Not promoted,High,3,80,None,0,3,5,Better,3,0,0,0,0
33,25-35,No,Travel_Rarely,461,Research & Development,13,1,School,Life Sciences,1,995,2,Tonique Pranshu,Pranshu,Tonique,Female,Medium,High,53,Entry Level,Very High,3,1,Research Scientist,Single,4,3452,17241,3,Y,No,18,excellent,3,Not promoted,Low,1,80,None,0,5,4,Better,3,3,2,0,2
45,36-45,No,Travel_Rarely,974,Research & Development,1,4,Master,Medical,1,996,4,Ashey Ravaughn,Ravaughn,Ashey,Female,Very High,High,91,Entry Level,Very High,3,1,Laboratory Technician,Divorced,4,2270,11005,3,Y,No,14,excellent,3,Not promoted,Very High,4,80,Gold,2,8,2,Better,3,5,3,0,2
50,46-55,No,Travel_Rarely,1126,Research & Development,1,2,College,Medical,1,997,4,Urho Mergim,Mergim,Urho,Male,Very High,High,66,Team Lead,Very High,3,4,Research Director,Divorced,4,17399,6615,9,Y,No,22,outstanding,4,Was promoted,High,3,80,Silver,1,32,1,Good,2,5,4,1,3
33,25-35,No,Travel_Frequently,827,Research & Development,1,4,Master,Other,1,998,3,Eula Daren,Daren,Eula,Female,High,Very High,84,Junior,Medium,4,2,Healthcare Representative,Married,2,5488,20161,1,Y,Yes,13,excellent,3,Was promoted,Low,1,80,Silver,1,6,2,Better,3,6,5,1,2
41,36-45,No,Travel_Frequently,840,Research & Development,9,3,Bachelor,Medical,1,999,1,Pheng Jabrandon,Jabrandon,Pheng,Male,Low,High,64,Executive,High,3,5,Research Director,Divorced,3,19419,3735,2,Y,No,17,excellent,3,Not promoted,Medium,2,80,Silver,1,21,2,Best,4,18,16,0,11
27,25-35,No,Travel_Rarely,1134,Research & Development,16,4,Master,Technical Degree,1,1001,3,Mesha Bronc,Bronc,Mesha,Female,High,High,37,Entry Level,Medium,3,1,Laboratory Technician,Married,2,2811,12086,9,Y,No,14,excellent,3,Was promoted,Medium,2,80,Silver,1,4,2,Better,3,2,2,2,2
45,36-45,No,Non-Travel,248,Research & Development,23,2,College,Life Sciences,1,1002,4,Tae Evangel,Evangel,Tae,Male,Very High,High,42,Junior,Low,3,2,Laboratory Technician,Married,1,3633,14039,1,Y,Yes,15,excellent,3,Not promoted,High,3,80,Silver,1,9,2,Better,3,9,8,0,8
47,46-55,No,Travel_Rarely,955,Sales,4,2,College,Life Sciences,1,1003,4,Jadesola Geoggrey,Geoggrey,Jadesola,Female,Very High,High,83,Junior,Very High,3,2,Sales Executive,Single,4,4163,8571,1,Y,Yes,17,excellent,3,Not promoted,High,3,80,None,0,9,0,Better,3,9,0,0,7
30,25-35,Yes,Travel_Rarely,138,Research & Development,22,3,Bachelor,Life Sciences,1,1004,1,Devony Zecheriah,Zecheriah,Devony,Female,Low,High,48,Entry Level,High,3,1,Research Scientist,Married,3,2132,11539,4,Y,Yes,11,excellent,3,Not promoted,Medium,2,80,None,0,7,2,Better,3,5,2,0,1
50,46-55,No,Travel_Rarely,939,Research & Development,24,3,Bachelor,Life Sciences,1,1005,4,Jayrin Raynard,Raynard,Jayrin,Male,Very High,High,95,Team Lead,High,3,4,Manufacturing Director,Married,3,13973,4161,3,Y,Yes,18,excellent,3,Was promoted,Very High,4,80,Silver,1,22,2,Better,3,12,11,1,5
38,36-45,No,Travel_Frequently,1391,Research & Development,10,1,School,Medical,1,1006,3,Xzadrian Taric,Taric,Xzadrian,Male,High,High,66,Entry Level,High,3,1,Research Scientist,Married,3,2684,12127,0,Y,No,17,excellent,3,Not promoted,Medium,2,80,Silver,1,3,0,Good,2,2,1,0,2
46,46-55,No,Travel_Rarely,566,Research & Development,7,2,College,Medical,1,1007,4,Dazhaun Cortlandt,Cortlandt,Dazhaun,Male,Very High,High,75,Senior,High,3,3,Manufacturing Director,Divorced,3,10845,24208,6,Y,No,13,excellent,3,Not promoted,Medium,2,80,Silver,1,13,3,Better,3,8,7,0,7
24,Under-20,No,Travel_Rarely,1206,Research & Development,17,1,School,Medical,1,1009,4,Tarica Brookes,Brookes,Tarica,Female,Very High,Midium,41,Junior,High,2,2,Manufacturing Director,Divorced,3,4377,24117,1,Y,No,15,excellent,3,Was promoted,Medium,2,80,Gold,2,5,6,Better,3,4,2,3,2
